Live,Round,Date,Hour,Stadium,Capacity,TeamA,TeamB,CodeTeamA,TVCodeA,CodeTeamB,TVCodeB,imA,imB,ScoreA,ScoreB,CoachA,CoachB,GameTime,RemainingPartialTime,wid,Quarter,FoultsA,FoultsB,TimeoutsA,TimeoutsB,ScoreQuarter1A,ScoreQuarter2A,ScoreQuarter3A,ScoreQuarter4A,ScoreExtraTimeA,ScoreQuarter1B,ScoreQuarter2B,ScoreQuarter3B,ScoreQuarter4B,ScoreExtraTimeB,Phase,PhaseReducedName,Competition,CompetitionReducedName,pcom,Referee1,Referee2,Referee3
False,20,09/01/2024,20:30 ,ASTROBALLE,5476,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,ASV,ASV,RED,CZV,ASV       ,RED       ,100,91,"POUPET, PIERRIC","SFAIROPOULOS, IOANNIS",40:00,00:00,80,,20,25,1,5,25,48,70,100,0,25,45,67,91,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","PATERNICO, CARMELO","RACYS, SAULIUS"
False,20,09/01/2024,20:30 ,PABELLON FUENTE DE SAN LUIS,5987,VALENCIA BASKET,ZALGIRIS KAUNAS,PAM,VBC,ZAL,ZAL,PAM       ,ZAL       ,79,84,"MUMBRU, ALEX","TRINCHIERI, ANDREA",40:00,00:00,80,,20,22,4,4,21,42,64,79,0,27,48,62,84,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"MOGULKOC, EMIN","FOUFIS, IOANNIS","KARDUM, LUKA"
False,20,09/01/2024,20:30 ,FORUM,8720,EA7 EMPORIO ARMANI MILAN,ALBA BERLIN,MIL,EA7,BER,BER,MIL       ,BER       ,82,76,"MESSINA, ETTORE","GONZALEZ NUNEZ, ISRAEL",40:00,00:00,80,,16,16,2,0,16,37,60,82,0,17,35,58,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","PEERANDI, RAIN","MAJKIC, MARIO"
False,20,09/01/2024,20:00 ,BMW PARK,0,FC BAYERN MUNICH,REAL MADRID,MUN,BAY,MAD,RMB,MUN       ,MAD       ,71,92,"LASO, PABLO","MATEO, CHUS",40:00,00:00,80,,20,11,3,1,18,36,53,71,0,24,45,64,92,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","PUKL,SASA","SHEMMESH, SEFFI"
False,20,10/01/2024,20:30 ,PALAU BLAUGRANA,6053,FC BARCELONA,OLYMPIACOS PIRAEUS,BAR,BAR,OLY,OLY,BAR       ,OLY       ,86,78,"GRIMAU, ROGER","BARTZOKAS, GEORGIOS",40:00,00:00,80,,19,18,4,5,27,44,75,86,0,20,41,63,78,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","JOVCIC, MILIVOJE","ZAMOJSKI, JAKUB"
False,20,10/01/2024,21:00 ,ALEKSANDAR NIKOLIC HALL,0,MACCABI PLAYTIKA TEL AVIV,VIRTUS SEGAFREDO BOLOGNA,TEL,MTA,VIR,VIR,TEL       ,VIR       ,95,78,"KATTASH, ODED","BANCHI, LUCA",40:00,00:00,80,,20,21,2,4,18,46,70,95,0,21,45,60,78,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PEREZ, EMILIO","BISSANG, JOSEPH"
False,21,11/01/2024,18:45 ,ULKER SPORTS AND EVENT HALL,9622,FENERBAHCE BEKO ISTANBUL,FC BAYERN MUNICH,ULK,FBB,MUN,BAY,ULK       ,MUN       ,98,91,"JASIKEVICIUS, SARAS","LASO, PABLO",45:00,00:00,90,,19,25,4,5,22,38,57,81,98,22,39,59,81,91,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","PERUGA, CARLOS","UDYANSKYY, EDUARD"
False,21,11/01/2024,20:15 ,OAKA Altion,17141,PANATHINAIKOS AKTOR ATHENS,AS MONACO,PAN,PAO,MCO,ASM,PAN       ,MCO       ,88,63,"ATAMAN, ERGIN","OBRADOVIC, SASA",40:00,00:00,80,,15,16,2,2,27,43,64,88,0,12,30,44,63,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","HORDOV, TOMISLAV","SILVA, SERGIO"
False,21,11/01/2024,20:30 ,FORUM,9358,EA7 EMPORIO ARMANI MILAN,CRVENA ZVEZDA MERIDIANBET BELGRADE,MIL,EA7,RED,CZV,MIL       ,RED       ,62,76,"MESSINA, ETTORE","SFAIROPOULOS, IOANNIS",40:00,00:00,80,,21,25,4,4,15,31,47,62,0,23,47,57,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LATISEVS, OLEGS","ALIAGA, JORDI","KOWALSKI, MARCIN"
False,21,11/01/2024,20:45 ,WIZINK CENTER,8264,REAL MADRID,VALENCIA BASKET,MAD,RMB,PAM,VBC,MAD       ,PAM       ,96,86,"MATEO, CHUS","MUMBRU, ALEX",45:00,00:00,90,,18,25,3,6,16,35,58,82,96,24,40,55,82,86,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","KOLJENSIC, MILOS","NIKOLIC, UROS"
False,21,12/01/2024,18:30 ,SINAN ERDEM SPORTS HALL,8904,ANADOLU EFES ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,IST,EFS,VIR,VIR,IST       ,VIR       ,99,75,"CAN, ERDEM","BANCHI, LUCA",40:00,00:00,80,,20,22,1,5,26,50,73,99,0,15,29,54,75,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"DIFALLAH, MEHDI","NEDOVIC, MILAN","CORTES, CARLOS"
False,21,12/01/2024,21:00 ,ASTROBALLE,5560,LDLC ASVEL VILLEURBANNE,ALBA BERLIN,ASV,ASV,BER,BER,ASV       ,BER       ,63,88,"POUPET, PIERRIC","GONZALEZ, ISRAEL",40:00,00:00,80,,16,17,3,0,20,37,50,63,0,19,41,62,88,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"MOGULKOC, EMIN","VYKLICKY, ROBERT","BAENA, ALBERTO"
False,21,12/01/2024,20:30 ,PALAU BLAUGRANA,6655,FC BARCELONA,ZALGIRIS KAUNAS,BAR,BAR,ZAL,ZAL,BAR       ,ZAL       ,91,73,"GRIMAU, ROGER","TRINCHIERI, ANDREA",40:00,00:00,80,,22,21,3,5,26,44,68,91,0,12,37,57,73,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PATERNICO, CARMELO","DRAGOJEVIC, IGOR","THEPENIER, HUGUES"
False,21,12/01/2024,20:30 ,BUESA ARENA,10174,BASKONIA VITORIA-GASTEIZ,OLYMPIACOS PIRAEUS,BAS,BKN,OLY,OLY,BAS       ,OLY       ,80,69,"IVANOVIC, DUSKO","BARTZOKAS, GEORGIOS",40:00,00:00,80,,14,14,2,4,14,33,59,80,0,17,32,49,69,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PASTUSIAK, PIOTR","KONSTANTINOVS, KRISTAPS"
False,21,12/01/2024,20:30 ,STARK ARENA,20066,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,PAR,PAR,TEL,MTA,PAR       ,TEL       ,88,79,"OBRADOVIC, ZELJKO","KATTASH, ODED",40:00,00:00,80,,23,24,2,5,11,36,67,88,0,29,52,67,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","ZAMOJSKI, JAKUB","PEERANDI, RAIN"
False,22,18/01/2024,20:00 ,MERCEDES-BENZ ARENA,10229,ALBA BERLIN,FC BAYERN MUNICH,BER,BER,MUN,BAY,BER       ,MUN       ,65,82,"GONZALEZ, ISRAEL","LASO, PABLO",40:00,00:00,80,,15,18,3,1,19,30,51,65,0,19,43,66,82,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","NIKOLIC, UROS","RADOJKOVIC, JOSIP"
False,22,18/01/2024,19:00 ,STARK ARENA,20270,CRVENA ZVEZDA MERIDIANBET BELGRADE,BASKONIA VITORIA-GASTEIZ,RED,CZV,BAS,BKN,RED       ,BAS       ,90,91,"SFAIROPOULOS, IOANNIS","IVANOVIC, DUSKO",40:00,00:00,80,,16,22,5,4,30,52,62,90,0,20,43,69,91,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","NEDOVIC, MILAN","CELIK, HUSEYIN"
False,22,18/01/2024,20:30 ,VIRTUS SEGAFREDO ARENA,7820,VIRTUS SEGAFREDO BOLOGNA,LDLC ASVEL VILLEURBANNE,VIR,VIR,ASV,ASV,VIR       ,ASV       ,73,63,"BANCHI, LUCA","POUPET, PIERRIC",40:00,00:00,80,,16,16,4,2,19,27,45,73,0,10,32,54,63,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","PEERANDI, RAIN","SILVA, SERGIO"
False,22,18/01/2024,18:30 ,SINAN ERDEM SPORTS HALL,15124,ANADOLU EFES ISTANBUL,FC BARCELONA,IST,EFS,BAR,BAR,IST       ,BAR       ,98,74,"CAN, ERDEM","GRIMAU, ROGER",40:00,00:00,80,,16,15,2,4,18,42,72,98,0,13,39,60,74,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"HORDOV, TOMISLAV","FOUFIS, IOANNIS","TSAROUCHA, VASILIKI"
False,22,18/01/2024,20:15 ,PEACE AND FRIENDSHIP STADIUM,12179,OLYMPIACOS PIRAEUS,MACCABI PLAYTIKA TEL AVIV,OLY,OLY,TEL,MTA,OLY       ,TEL       ,89,72,"BARTZOKAS, GEORGIOS","KATTASH, ODED",40:00,00:00,80,,19,20,1,4,26,42,69,89,0,18,36,57,72,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","CORTES, CARLOS","UDYANSKYY, EDUARD"
False,22,19/01/2024,20:00 ,SALLE GASTON MEDECIN,5000,AS MONACO,REAL MADRID,MCO,ASM,MAD,RMB,MCO       ,MAD       ,98,74,"OBRADOVIC, SASA","MATEO, CHUS",40:00,00:00,80,,20,18,3,5,33,56,80,98,0,20,40,54,74,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LATISEVS, OLEGS","VILIUS, GYTIS","PETEK, SASO"
False,22,19/01/2024,20:15 ,OAKA Altion,18123,PANATHINAIKOS AKTOR ATHENS,PARTIZAN MOZZART BET BELGRADE,PAN,PAO,PAR,PAR,PAN       ,PAR       ,84,71,"ATAMAN, ERGIN","OBRADOVIC, ZELJKO",40:00,00:00,80,,19,29,1,5,18,42,58,84,0,16,40,58,71,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","MOGULKOC, EMIN","BOUBERT, MAXIME"
False,22,19/01/2024,20:30 ,PABELLON FUENTE DE SAN LUIS,6107,VALENCIA BASKET,EA7 EMPORIO ARMANI MILAN,PAM,VBC,MIL,EA7,PAM       ,MIL       ,84,72,"MUMBRU, ALEX","MESSINA, ETTORE",40:00,00:00,80,,17,16,2,4,21,32,61,84,0,19,40,59,72,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","ZAMOJSKI, JAKUB","VYKLICKY, ROBERT"
False,22,19/01/2024,19:00 ,ZALGIRIO ARENA,15105,ZALGIRIS KAUNAS,FENERBAHCE BEKO ISTANBUL,ZAL,ZAL,ULK,FBB,ZAL       ,ULK       ,98,75,"TRINCHIERI, ANDREA","JASIKEVICIUS, SARAS",40:00,00:00,80,,22,17,2,4,20,43,66,98,0,14,35,55,75,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","BISSANG, JOSEPH","BISSUEL, THOMAS"
False,23,25/01/2024,20:00 ,MERCEDES-BENZ ARENA,8579,ALBA BERLIN,CRVENA ZVEZDA MERIDIANBET BELGRADE,BER,BER,RED,CZV,BER       ,RED       ,89,80,"GONZALEZ, ISRAEL","SFAIROPOULOS, IOANNIS",40:00,00:00,80,,23,24,1,5,18,51,72,89,0,16,36,54,80,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","ROSSI, MICHELE","POROBIC, DRAGAN"
False,23,25/01/2024,20:30 ,BMW PARK,6046,FC BAYERN MUNICH,LDLC ASVEL VILLEURBANNE,MUN,BAY,ASV,ASV,MUN       ,ASV       ,64,76,"LASO, PABLO","POUPET, PIERRIC",40:00,00:00,80,,20,20,4,2,19,29,50,64,0,20,40,59,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JOVCIC, MILIVOJE","VILIUS, GYTIS","CORTES, CARLOS"
False,23,25/01/2024,18:45 ,ULKER SPORTS AND EVENT HALL,11814,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,ULK,FBB,VIR,VIR,ULK       ,VIR       ,88,75,"JASIKEVICIUS, SARAS","BANCHI, LUCA",40:00,00:00,80,,29,22,3,3,21,52,71,88,0,25,47,56,75,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","LATISEVS, OLEGS","BITTNER, STEVE"
False,23,25/01/2024,20:05 ,ALEKSANDAR NIKOLIC HALL,0,MACCABI PLAYTIKA TEL AVIV,PANATHINAIKOS AKTOR ATHENS,TEL,MTA,PAN,PAO,TEL       ,PAN       ,90,75,"KATTASH, ODED","ATAMAN, ERGIN",40:00,00:00,80,,23,21,2,2,18,43,62,90,0,21,36,59,75,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","NIKOLIC, UROS","PETEK, SASO"
False,23,25/01/2024,20:45 ,WIZINK CENTER,10432,REAL MADRID,OLYMPIACOS PIRAEUS,MAD,RMB,OLY,OLY,MAD       ,OLY       ,90,85,"MATEO, CHUS","BARTZOKAS, GEORGIOS",40:00,00:00,80,,24,20,3,4,30,52,68,90,0,13,30,55,85,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","PATERNICO, CARMELO","RACYS, SAULIUS"
False,23,26/01/2024,18:30 ,SINAN ERDEM SPORTS HALL,14842,ANADOLU EFES ISTANBUL,AS MONACO,IST,EFS,MCO,ASM,IST       ,MCO       ,78,80,"CAN, ERDEM","OBRADOVIC, SASA",40:00,00:00,80,,19,18,3,5,23,43,60,78,0,22,39,65,80,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","ROCHA, FERNANDO","VAN DEN BROECK, NICK"
False,23,26/01/2024,20:30 ,FORUM,11678,EA7 EMPORIO ARMANI MILAN,FC BARCELONA,MIL,EA7,BAR,BAR,MIL       ,BAR       ,74,70,"MESSINA, ETTORE","GRIMAU GRAGERA, ROGER",40:00,00:00,80,,19,25,4,5,23,47,57,74,0,12,28,49,70,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"DIFALLAH, MEHDI","NEDOVIC, MILAN","RADOJKOVIC, JOSIP"
False,23,26/01/2024,20:30 ,STARK ARENA,20017,PARTIZAN MOZZART BET BELGRADE,ZALGIRIS KAUNAS,PAR,PAR,ZAL,ZAL,PAR       ,ZAL       ,81,72,"OBRADOVIC, ZELJKO","TRINCHIERI, ANDREA",40:00,00:00,80,,20,23,3,5,22,45,61,81,0,26,43,59,72,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, EMILIO","HORDOV, TOMISLAV","PITSILKAS, VASSILIS"
False,23,26/01/2024,20:30 ,BUESA ARENA,10391,BASKONIA VITORIA-GASTEIZ,VALENCIA BASKET,BAS,BKN,PAM,VBC,BAS       ,PAM       ,62,77,"IVANOVIC, DUSKO","MUMBRU, ALEX",40:00,00:00,80,,13,21,4,3,13,29,48,62,0,16,45,58,77,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","PUKL,SASA","JURAS, MARKO"
False,24,30/01/2024,20:00 ,STARK ARENA,18346,CRVENA ZVEZDA MERIDIANBET BELGRADE,VALENCIA BASKET,RED,CZV,PAM,VBC,RED       ,PAM       ,82,64,"SFAIROPOULOS, IOANNIS","MUMBRU, ALEX",40:00,00:00,80,,25,17,2,3,11,39,61,82,0,12,30,49,64,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","MOGULKOC, EMIN","PETEK, SASO"
False,24,30/01/2024,20:00 ,BMW PARK,0,FC BAYERN MUNICH,BASKONIA VITORIA-GASTEIZ,MUN,BAY,BAS,BKN,MUN       ,BAS       ,112,109,"LASO, PABLO","IVANOVIC, DUSKO",45:00,00:00,90,,21,24,5,5,25,56,82,94,112,19,52,76,94,109,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"DIFALLAH, MEHDI","PATERNICO, CARMELO","BOUBERT, MAXIME"
False,24,30/01/2024,20:00 ,LDLC ARENA,8722,LDLC ASVEL VILLEURBANNE,FENERBAHCE BEKO ISTANBUL,ASV,ASV,ULK,FBB,ASV       ,ULK       ,73,83,"POUPET, PIERRIC","JASIKEVICIUS, SARAS",40:00,00:00,80,,20,23,1,3,18,42,56,73,0,16,39,67,83,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","NEDOVIC, MILAN","KOWALSKI, MARCIN"
False,24,30/01/2024,20:15 ,PEACE AND FRIENDSHIP STADIUM,9887,OLYMPIACOS PIRAEUS,ALBA BERLIN,OLY,OLY,BER,BER,OLY       ,BER       ,101,87,"BARTZOKAS, GEORGIOS","GONZALEZ, ISRAEL",40:00,00:00,80,,18,10,2,3,20,45,78,101,0,17,48,61,87,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, EMILIO","ZAMOJSKI, JAKUB","OBRKNEZEVIC, UROS"
False,24,30/01/2024,20:30 ,WIZINK CENTER,8326,REAL MADRID,MACCABI PLAYTIKA TEL AVIV,MAD,RMB,TEL,MTA,MAD       ,TEL       ,106,101,"MATEO, CHUS","KATTASH, ODED",40:00,00:00,80,,16,25,4,5,29,52,80,106,0,18,45,73,101,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","ROCHA, FERNANDO","SUKYS, ARTURAS"
False,24,31/01/2024,19:00 ,SALLE GASTON MEDECIN,5000,AS MONACO,PARTIZAN MOZZART BET BELGRADE,MCO,ASM,PAR,PAR,MCO       ,PAR       ,85,70,"OBRADOVIC, SASA","OBRADOVIC, ZELJKO",40:00,00:00,80,,22,21,3,5,14,44,65,85,0,16,38,61,70,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","ALIAGA, JORDI","RADOJKOVIC, JOSIP"
False,24,31/01/2024,20:30 ,PALAU BLAUGRANA,6588,FC BARCELONA,VIRTUS SEGAFREDO BOLOGNA,BAR,BAR,VIR,VIR,BAR       ,VIR       ,84,57,"GRIMAU, ROGER","BANCHI, LUCA",40:00,00:00,80,,14,16,2,5,20,41,61,84,0,17,27,44,57,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","NIKOLIC, UROS","CICI, GENTIAN"
False,24,31/01/2024,20:15 ,OAKA Altion,13835,PANATHINAIKOS AKTOR ATHENS,EA7 EMPORIO ARMANI MILAN,PAN,PAO,MIL,EA7,PAN       ,MIL       ,79,62,"ATAMAN, ERGIN","MESSINA, ETTORE",40:00,00:00,80,,17,21,0,2,21,44,57,79,0,16,28,41,62,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","VILIUS, GYTIS","KONSTANTINOVS, KRISTAPS"
False,24,31/01/2024,19:00 ,ZALGIRIO ARENA,14653,ZALGIRIS KAUNAS,ANADOLU EFES ISTANBUL,ZAL,ZAL,IST,EFS,ZAL       ,IST       ,96,70,"TRINCHIERI, ANDREA","CAN, ERDEM",40:00,00:00,80,,19,17,4,4,34,58,76,96,0,14,37,59,70,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","KOLJENSIC, MILOS","UDYANSKYY, EDUARD"
False,25,01/02/2024,20:00 ,MERCEDES-BENZ ARENA,9235,ALBA BERLIN,VALENCIA BASKET,BER,BER,PAM,VBC,BER       ,PAM       ,66,81,"GONZALEZ, ISRAEL","MUMBRU, ALEX",40:00,00:00,80,,19,23,2,1,15,30,45,66,0,20,42,65,81,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PATERNICO, CARMELO","DIFALLAH, MEHDI","BISSUEL, THOMAS"
False,25,01/02/2024,20:30 ,BMW PARK,0,FC BAYERN MUNICH,OLYMPIACOS PIRAEUS,MUN,BAY,OLY,OLY,MUN       ,OLY       ,72,76,"LASO, PABLO","BARTZOKAS, GEORGIOS",40:00,00:00,80,,16,18,4,3,14,38,51,72,0,18,35,54,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","BISSANG, JOSEPH","DRAGOJEVIC, IGOR"
False,25,01/02/2024,20:45 ,WIZINK CENTER,5984,REAL MADRID,LDLC ASVEL VILLEURBANNE,MAD,RMB,ASV,ASV,MAD       ,ASV       ,86,79,"MATEO, CHUS","POUPET, PIERRIC",40:00,00:00,80,,15,18,0,1,24,45,62,86,0,18,35,50,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"HORDOV, TOMISLAV","SHEMMESH, SEFFI","LEZCANO, LEANDRO"
False,25,01/02/2024,20:30 ,BUESA ARENA,8057,BASKONIA VITORIA-GASTEIZ,MACCABI PLAYTIKA TEL AVIV,BAS,BKN,TEL,MTA,BAS       ,TEL       ,92,82,"IVANOVIC, DUSKO","KATTASH, ODED",40:00,00:00,80,,16,14,4,5,20,54,73,92,0,26,47,63,82,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"MOGULKOC, EMIN","JOVCIC, MILIVOJE","KOWALSKI, MARCIN"
False,25,02/02/2024,18:30 ,SINAN ERDEM SPORTS HALL,12074,ANADOLU EFES ISTANBUL,EA7 EMPORIO ARMANI MILAN,IST,EFS,MIL,EA7,IST       ,MIL       ,79,73,"MIJATOVIC, TOMISLAV","MESSINA, ETTORE",40:00,00:00,80,,13,17,2,4,15,34,64,79,0,15,43,50,73,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","KARDUM, LUKA","BAENA, ALBERTO"
False,25,02/02/2024,20:30 ,SALLE GASTON MEDECIN,4654,AS MONACO,FENERBAHCE BEKO ISTANBUL,MCO,ASM,ULK,FBB,MCO       ,ULK       ,76,69,"OBRADOVIC, SASA","JASIKEVICIUS, SARAS",40:00,00:00,80,,21,28,4,4,21,36,55,76,0,25,44,61,69,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","FOUFIS, IOANNIS","BALAK, AMIT"
False,25,02/02/2024,20:00 ,STARK ARENA,20875,CRVENA ZVEZDA MERIDIANBET BELGRADE,FC BARCELONA,RED,CZV,BAR,BAR,RED       ,BAR       ,76,85,"SFAIROPOULOS, IOANNIS","GRIMAU, ROGER",40:00,00:00,80,,16,20,4,3,17,32,51,76,0,18,45,64,85,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","RACYS, SAULIUS","KONSTANTINOVS, KRISTAPS"
False,25,02/02/2024,20:30 ,VIRTUS SEGAFREDO ARENA,9601,VIRTUS SEGAFREDO BOLOGNA,PARTIZAN MOZZART BET BELGRADE,VIR,VIR,PAR,PAR,VIR       ,PAR       ,88,84,"BANCHI, LUCA","OBRADOVIC, ZELJKO",40:00,00:00,80,,24,25,4,5,19,35,62,88,0,19,31,58,84,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","PUKL,SASA","TRAWICKI, TOMASZ"
False,25,02/02/2024,19:00 ,ZALGIRIO ARENA,15074,ZALGIRIS KAUNAS,PANATHINAIKOS AKTOR ATHENS,ZAL,ZAL,PAN,PAO,ZAL       ,PAN       ,80,68,"TRINCHIERI, ANDREA","ATAMAN, ERGIN",40:00,00:00,80,,22,13,2,2,25,44,64,80,0,25,38,56,68,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","PASTUSIAK, PIOTR","CORTES, CARLOS"
False,26,08/02/2024,20:30 ,FORUM,12000,EA7 EMPORIO ARMANI MILAN,REAL MADRID,MIL,EA7,MAD,RMB,MIL       ,MAD       ,81,76,"MESSINA, ETTORE","MATEO DIEZ, JESUS ALFONSO",40:00,00:00,80,,22,24,3,5,23,48,66,81,0,19,29,54,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","DIFALLAH, MEHDI","TRAWICKI, TOMASZ"
False,26,08/02/2024,18:30 ,ARENA RIGA,7493,ANADOLU EFES ISTANBUL,MACCABI PLAYTIKA TEL AVIV,IST,EFS,TEL,MTA,IST       ,TEL       ,105,91,"MIJATOVIC, TOMISLAV","KATTASH, ODED",40:00,00:00,80,,20,20,3,4,29,50,77,105,0,27,51,75,91,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, EMILIO","LATISEVS, OLEGS","THEPENIER, HUGUES"
False,26,08/02/2024,20:30 ,PABELLON FUENTE DE SAN LUIS,7017,VALENCIA BASKET,OLYMPIACOS PIRAEUS,PAM,VBC,OLY,OLY,PAM       ,OLY       ,65,78,"MUMBRU, ALEX","BARTZOKAS, GEORGIOS",40:00,00:00,80,,25,24,3,3,19,39,48,65,0,21,40,60,78,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","PUKL,SASA","VILIUS, GYTIS"
False,26,08/02/2024,20:30 ,STARK ARENA,20174,PARTIZAN MOZZART BET BELGRADE,FC BAYERN MUNICH,PAR,PAR,MUN,BAY,PAR       ,MUN       ,78,79,"OBRADOVIC, ZELJKO","LASO, PABLO",40:00,00:00,80,,23,17,5,5,23,45,63,78,0,26,41,59,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PERUGA, CARLOS","RACYS, SAULIUS"
