Live,Round,Date,Hour,Stadium,Capacity,TeamA,TeamB,CodeTeamA,TVCodeA,CodeTeamB,TVCodeB,imA,imB,ScoreA,ScoreB,CoachA,CoachB,GameTime,RemainingPartialTime,wid,Quarter,FoultsA,FoultsB,TimeoutsA,TimeoutsB,ScoreQuarter1A,ScoreQuarter2A,ScoreQuarter3A,ScoreQuarter4A,ScoreExtraTimeA,ScoreQuarter1B,ScoreQuarter2B,ScoreQuarter3B,ScoreQuarter4B,ScoreExtraTimeB,Phase,PhaseReducedName,Competition,CompetitionReducedName,pcom,Referee1,Referee2,Referee3
False,26,08/02/2024,20:30 ,BUESA ARENA,7335,BASKONIA VITORIA-GASTEIZ,LDLC ASVEL VILLEURBANNE,BAS,BKN,ASV,ASV,BAS       ,ASV       ,94,80,"IVANOVIC, DUSKO","POUPET, PIERRIC",40:00,00:00,80,,17,19,1,0,23,52,71,94,0,20,39,61,80,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","NIKOLIC, UROS","PASTUSIAK, PIOTR"
False,26,09/02/2024,20:00 ,STARK ARENA,18754,CRVENA ZVEZDA MERIDIANBET BELGRADE,ZALGIRIS KAUNAS,RED,CZV,ZAL,ZAL,RED       ,ZAL       ,91,93,"SFAIROPOULOS, IOANNIS","TRINCHIERI, ANDREA",40:00,00:00,80,,24,22,5,5,22,45,65,91,0,23,45,68,93,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","PATERNICO, CARMELO","ALIAGA, JORDI"
False,26,09/02/2024,20:30 ,PALAU BLAUGRANA,6976,FC BARCELONA,ALBA BERLIN,BAR,BAR,BER,BER,BAR       ,BER       ,93,77,"GRIMAU, ROGER","GONZALEZ, ISRAEL",40:00,00:00,80,,21,18,3,3,31,51,80,93,0,26,39,51,77,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JOVCIC, MILIVOJE","FOUFIS, IOANNIS","ROSSI, MICHELE"
False,26,09/02/2024,20:15 ,OAKA Altion,17729,PANATHINAIKOS AKTOR ATHENS,FENERBAHCE BEKO ISTANBUL,PAN,PAO,ULK,FBB,PAN       ,ULK       ,74,63,"ATAMAN, ERGIN","JASIKEVICIUS, SARAS",40:00,00:00,80,,20,26,1,5,13,38,57,74,0,21,30,47,63,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","KOLJENSIC, MILOS","KARDUM, LUKA"
False,26,09/02/2024,20:30 ,VIRTUS SEGAFREDO ARENA,9506,VIRTUS SEGAFREDO BOLOGNA,AS MONACO,VIR,VIR,MCO,ASM,VIR       ,MCO       ,78,81,"BANCHI, LUCA","OBRADOVIC, SASA",40:00,00:00,80,,29,23,4,3,16,35,54,78,0,21,45,60,81,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"HORDOV, TOMISLAV","NEDOVIC, MILAN","PETEK, SASO"
False,27,29/02/2024,20:00 ,MERCEDES-BENZ ARENA,7751,ALBA BERLIN,MACCABI PLAYTIKA TEL AVIV,BER,BER,TEL,MTA,BER       ,TEL       ,71,106,"GONZALEZ, ISRAEL","KATTASH, ODED",40:00,00:00,80,,18,15,2,1,15,38,56,71,0,27,57,87,106,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","CORTES, CARLOS","TSAROUCHA, VASILIKI"
False,27,29/02/2024,20:30 ,STARK ARENA,20200,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,PAR,PAR,IST,EFS,PAR       ,IST       ,100,90,"OBRADOVIC, ZELJKO","MIJATOVIC, TOMISLAV",40:00,00:00,80,,18,21,4,4,17,43,64,100,0,20,40,59,90,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"DIFALLAH, MEHDI","VILIUS, GYTIS","KONSTANTINOVS, KRISTAPS"
False,27,29/02/2024,20:45 ,WIZINK CENTER,10828,REAL MADRID,PANATHINAIKOS AKTOR ATHENS,MAD,RMB,PAN,PAO,MAD       ,PAN       ,86,97,"MATEO, CHUS","ATAMAN, ERGIN",40:00,00:00,80,,18,18,5,4,24,36,61,86,0,18,45,67,97,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","MOGULKOC, EMIN","BISSANG, JOSEPH"
False,27,29/02/2024,20:30 ,VIRTUS SEGAFREDO ARENA,9589,VIRTUS SEGAFREDO BOLOGNA,VALENCIA BASKET,VIR,VIR,PAM,VBC,VIR       ,PAM       ,87,74,"BANCHI, LUCA","MUMBRU, ALEX",40:00,00:00,80,,21,23,2,4,18,44,65,87,0,20,32,57,74,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","NIKOLIC, UROS","PEERANDI, RAIN"
False,27,01/03/2024,19:00 ,ZALGIRIO ARENA,15222,ZALGIRIS KAUNAS,OLYMPIACOS PIRAEUS,ZAL,ZAL,OLY,OLY,ZAL       ,OLY       ,76,95,"TRINCHIERI, ANDREA","BARTZOKAS, GEORGIOS",40:00,00:00,80,,20,16,4,3,20,39,56,76,0,23,41,69,95,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","NEDOVIC, MILAN","BAENA, ALBERTO"
False,27,01/03/2024,20:30 ,PALAU BLAUGRANA,7045,FC BARCELONA,AS MONACO,BAR,BAR,MCO,ASM,BAR       ,MCO       ,67,77,"GRIMAU, ROGER","OBRADOVIC, SASA",40:00,00:00,80,,21,22,4,4,21,35,51,67,0,12,33,60,77,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","SHEMMESH, SEFFI","PETEK, SASO"
False,27,01/03/2024,20:30 ,BMW PARK,0,FC BAYERN MUNICH,CRVENA ZVEZDA MERIDIANBET BELGRADE,MUN,BAY,RED,CZV,MUN       ,RED       ,74,66,"LASO, PABLO","SFAIROPOULOS, IOANNIS",40:00,00:00,80,,16,19,4,4,20,32,53,74,0,19,27,46,66,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","FOUFIS, IOANNIS","VYKLICKY, ROBERT"
False,27,01/03/2024,18:45 ,ULKER SPORTS AND EVENT HALL,10730,FENERBAHCE BEKO ISTANBUL,BASKONIA VITORIA-GASTEIZ,ULK,FBB,BAS,BKN,ULK       ,BAS       ,111,96,"JASIKEVICIUS, SARAS","IVANOVIC, DUSKO",40:00,00:00,80,,16,15,4,4,32,55,78,111,0,34,54,78,96,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","HORDOV, TOMISLAV","SUKYS, ARTURAS"
False,27,01/03/2024,20:00 ,LDLC ARENA,8684,LDLC ASVEL VILLEURBANNE,EA7 EMPORIO ARMANI MILAN,ASV,ASV,MIL,EA7,ASV       ,MIL       ,81,77,"POUPET, PIERRIC","MESSINA, ETTORE",40:00,00:00,80,,22,22,2,4,22,39,62,81,0,13,35,56,77,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PEREZ, EMILIO","PANTHER, ANNE"
False,28,07/03/2024,18:30 ,SINAN ERDEM SPORTS HALL,14761,ANADOLU EFES ISTANBUL,FC BAYERN MUNICH,IST,EFS,MUN,BAY,IST       ,MUN       ,109,86,"MIJATOVIC, TOMISLAV","LASO, PABLO",40:00,00:00,80,,19,20,3,5,26,53,88,109,0,28,49,65,86,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","PEERANDI, RAIN","KOWALSKI, MARCIN"
False,28,07/03/2024,19:00 ,SALLE GASTON MEDECIN,5000,AS MONACO,CRVENA ZVEZDA MERIDIANBET BELGRADE,MCO,ASM,RED,CZV,MCO       ,RED       ,98,80,"OBRADOVIC, SASA","SFAIROPOULOS, IOANNIS",40:00,00:00,80,,19,29,1,5,25,46,69,98,0,17,38,60,80,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","RACYS, SAULIUS","KARDUM, LUKA"
False,28,07/03/2024,20:05 ,ALEKSANDAR NIKOLIC HALL,0,MACCABI PLAYTIKA TEL AVIV,ZALGIRIS KAUNAS,TEL,MTA,ZAL,ZAL,TEL       ,ZAL       ,83,76,"KATTASH, ODED","TRINCHIERI, ANDREA",40:00,00:00,80,,18,20,4,5,21,42,56,83,0,21,40,62,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","PUKL,SASA","PANTHER, ANNE"
False,28,07/03/2024,21:00 ,PEACE AND FRIENDSHIP STADIUM,12239,OLYMPIACOS PIRAEUS,VIRTUS SEGAFREDO BOLOGNA,OLY,OLY,VIR,VIR,OLY       ,VIR       ,74,69,"BARTZOKAS, GEORGIOS","BANCHI, LUCA",40:00,00:00,80,,21,25,4,5,21,37,57,74,0,22,46,51,69,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PEREZ, EMILIO","PETEK, SASO"
False,28,07/03/2024,20:45 ,WIZINK CENTER,10127,REAL MADRID,FENERBAHCE BEKO ISTANBUL,MAD,RMB,ULK,FBB,MAD       ,ULK       ,79,89,"MATEO, CHUS","JASIKEVICIUS, SARAS",40:00,00:00,80,,21,26,4,2,15,33,58,79,0,20,43,67,89,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","DIFALLAH, MEHDI","JOVCIC, MILIVOJE"
False,28,07/03/2024,20:30 ,PABELLON FUENTE DE SAN LUIS,7437,VALENCIA BASKET,FC BARCELONA,PAM,VBC,BAR,BAR,PAM       ,BAR       ,78,88,"MUMBRU, ALEX","GRIMAU, ROGER",40:00,00:00,80,,17,19,3,3,18,42,57,78,0,18,37,59,88,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","NEDOVIC, MILAN","CICI, GENTIAN"
False,28,08/03/2024,20:30 ,FORUM,12192,EA7 EMPORIO ARMANI MILAN,PARTIZAN MOZZART BET BELGRADE,MIL,EA7,PAR,PAR,MIL       ,PAR       ,85,83,"MESSINA, ETTORE","OBRADOVIC, ZELIMIR",40:00,00:00,80,,20,17,3,5,22,41,64,85,0,21,40,67,83,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"MOGULKOC, EMIN","BISSANG, JOSEPH","CORTES, CARLOS"
False,28,08/03/2024,20:15 ,OAKA Altion,15504,PANATHINAIKOS AKTOR ATHENS,LDLC ASVEL VILLEURBANNE,PAN,PAO,ASV,ASV,PAN       ,ASV       ,85,67,"ATAMAN, ERGIN","POUPET, PIERRIC",40:00,00:00,80,,13,18,1,3,20,38,59,85,0,17,36,50,67,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","HORDOV, TOMISLAV","VYKLICKY, ROBERT"
False,28,08/03/2024,20:30 ,BUESA ARENA,8226,BASKONIA VITORIA-GASTEIZ,ALBA BERLIN,BAS,BKN,BER,BER,BAS       ,BER       ,88,71,"IVANOVIC, DUSKO","GONZALEZ, ISRAEL",40:00,00:00,80,,19,18,1,2,23,42,63,88,0,10,34,47,71,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","ZAMOJSKI, JAKUB","ROSSI, MICHELE"
